Episode,Steps,WoodCollected,TotalReward,AvgReward,Epsilon,MoveActions,TurnActions,AttackActions
0,1542,3,7430.0,4.818417639429312,1.0,780,531,207
1,754,3,9860.0,13.076923076923077,0.995,390,251,110
2,5891,2,-20320.0,-3.4493294856560857,0.990025,3048,2013,715
